案号,案由,命中罪名类别,命中关键词,犯罪人的年龄,受教育程度,案件地点,涉案金额_元,案件严重程度,审判时间,罚金金额_元
（2019）湘05刑更153号,走私、贩卖、运输、制造毒品,走私罪,走私,,高中,湖南省,,情节严重,2019-01-28,50000.0
（2019）豫17刑更157号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,河南省,300000.0,,2019-01-28,20000.0
（2019）京0105民初4934号,劳务合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,税|股票,,,住所地北京市,536000.0,,2019-01-22,
（2018）川1421民初3468号,房屋买卖合同纠纷,危害税收征管罪,税,,,四川省仁寿县,68990000.0,,2019-01-11,
（2018）浙1002民初8085号,借用合同纠纷,金融诈骗罪,诈骗,,,台州市椒江区,125000.0,,2019-01-14,
（2019）粤0104刑初220号,走私、贩卖、运输、制造毒品,走私罪,走私,,中专,户籍地广州市,400.0,,2019-01-30,2000.0
（2019）渝0108民初172号,金融借款合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地重庆市,48945.0,,2019-01-28,
（2019）豫0105执1111号,合同、无因管理、不当得利纠纷,金融诈骗罪,诈骗,,,河南省,,,2019-01-30,100000.0
（2018）鄂0104民初6366号,合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,住所地武汉市,78696.0,,2019-01-24,
（2019）吉05刑更138号,走私、贩卖、运输、制造毒品,走私罪,走私,,,吉林省,,,2019-01-30,
（2019）闽02刑更53号,交通肇事,金融诈骗罪,诈骗,,中专,户籍地福建省,,,2019-01-29,
（2018）粤0307执6083号,借款合同纠纷,妨害对公司企业的管理秩序罪,股票,,,户籍地址广东省,45999.0,,2019-01-25,
（2019）陕05刑更411号,诈骗,金融诈骗罪,诈骗,,,陕西省,177165.0,,2019-01-25,60000.0
（2019）川01刑更492号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,四川省,,,2019-01-15,50000.0
（2018）鄂0102民初14167号,保险人代位求偿权纠纷,危害税收征管罪,税,,,湖北省武汉市江岸区,333000.0,,2019-01-28,
（2018）苏0682刑初763号,聚众斗殴,金融诈骗罪,诈骗,,,江苏省如皋市,7000.0,轻微,2019-01-14,5000.0
（2018）沪0112民初20606号,房屋租赁合同纠纷,危害税收征管罪,税,,,上海市,4100000.0,,2019-01-17,
（2019）鲁03刑更61号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,山东省,,,2019-01-23,20000.0
（2018）沪0109民初24672号,竞业限制纠纷,危害税收征管罪|侵犯知识产权罪,商业秘密|知识产权|税,,,住所地上海市,199128.0,,2019-01-10,
（2019）内0721执157号之十四,民间借贷纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,内蒙古自治区,,,2019-01-16,
（2019）云23刑更144号,合同诈骗；盗窃,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,初中,云南省,4000.0,,2019-01-23,4000.0
（2019）皖01刑更282号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,安徽省,,,2019-01-31,30000.0
（2019）新28刑更40号,走私、贩卖、运输、制造毒品,走私罪,走私,,,新疆维吾尔自治区,30000.0,,2019-01-22,30000.0
（2018）云09刑初664号,走私、贩卖、运输、制造毒品,走私罪|破坏金融管理秩序罪,走私|高利贷,,高中,云南省,,,2019-01-14,
（2019）鲁01刑更191号,贪污,贪污贿赂罪,贪污,,,山东省,,,2019-01-30,
（2019）鄂06刑更145号,走私、贩卖、运输、制造毒品；容留他人吸毒,走私罪,走私,,中专,湖北省,3000.0,,2019-01-24,3000.0
（2019）新刑更12号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,高中,新疆维吾尔自治区,26220000.0,,2019-01-28,
（2018）沪0112民初25205号,买卖合同纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,欺诈|税,,,住所地上海市,280000.0,,2019-01-23,
（2019）云26刑更43号,诈骗,金融诈骗罪,诈骗,,小学,云南省,10000.0,,2019-01-23,10000.0
（2019）桂0221刑初26号,诈骗,金融诈骗罪,诈骗,,初中,广西壮族自治区,145000.0,特别严重,2019-01-21,20000.0
（2018）浙0603民初11649号,买卖合同纠纷,危害税收征管罪,税,,,住所地江苏省,156925.0,,2019-01-14,
（2019）辽0204执69号,,妨害对公司企业的管理秩序罪,债券|股票,,,大连市,76025.0,,2019-01-03,
（2019）皖0811刑初7号,非法拘禁,侵犯财产罪,敲诈勒索,,初中,户籍地安庆市,,特别严重,2019-01-25,
（2019）鲁02民终409号,房屋租赁合同纠纷,危害税收征管罪,税,,,山东省,50000.0,,2019-01-31,
（2019）苏03刑终5号,诈骗,破坏金融管理秩序罪|金融诈骗罪,外汇|诈骗,,,江苏省徐州市,1150000.0,数额特别巨大,2019-01-24,210000.0
（2019）豫01刑更231号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,河南省,20000.0,,2019-01-21,
（2018）赣1103民初2392号,买卖合同纠纷,危害税收征管罪,税,,,江西省上饶市广丰区,358845.0,,2019-01-21,
（2019）辽0213财保5号,,危害税收征管罪,税,,,大连市金州区,700000.0,,2019-01-21,
（2018）浙02刑初125号,走私普通货物、物品,走私罪|危害税收征管罪,税|走私|逃税,,小学,浙江省,640848.0,,2019-01-22,150000.0
（2018）京0102民初34632号,物权保护纠纷,危害税收征管罪,税,,,北京市,70.0,,2019-01-22,
（2018）苏0281刑初2626号,诈骗,金融诈骗罪,诈骗,,,江苏省,3660.0,特别严重,2019-01-04,1000.0
（2019）川01刑更624号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,四川省,20000.0,,2019-01-21,20000.0
（2018）粤09民终1650号,租赁合同纠纷,危害税收征管罪,税,,,广东省,942112.0,,2019-01-23,
（2018）京0114民初18235号,买卖合同纠纷,危害税收征管罪,税,,,住所地新疆乌鲁木齐高新技术产业开发区,35569360.0,,2019-01-15,
（2019）豫15刑更321号,职务侵占；引诱、容留、介绍卖淫,贪污贿赂罪,职务侵占,,初中,河南省,20000.0,,2019-01-31,20000.0
（2018）豫0724民初2332号,机动车交通事故责任纠纷,危害税收征管罪,税,,,河南省获嘉县,84563.0,严重,2019-01-24,
（2019）皖0802执212号之一,股权转让纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,安庆市,1200000.0,,2019-01-24,
（2018）粤03执1478号之一,国内非涉外仲裁裁决,妨害对公司企业的管理秩序罪,股票,,,广东省深圳市,248407.0,,2019-01-24,
（2018）粤1303民初4056号,民间借贷纠纷,走私罪,走私,,,广东省惠州市惠阳区,850000.0,,2019-01-29,
（2019）赣01刑更125号,诈骗,金融诈骗罪,诈骗,,,江西省,102000.0,,2019-01-30,100000.0
（2019）川03刑更41号,诈骗,金融诈骗罪,诈骗,,小学,四川省,9000.0,,2019-01-18,9000.0
（2019）辽0702民初45号,合同纠纷,危害税收征管罪,税,,,辽宁省锦州市古塔区,990760.0,,2019-01-28,
（2019）苏01民辖终39号,侵害作品信息网络传播权纠纷,侵犯知识产权罪,知识产权,,,住所地北京市,,,2019-01-15,
（2018）沪0113民初18290号,买卖合同纠纷,危害税收征管罪,税,,,住所地上海市,1586600.0,严重,2019-01-25,
（2019）甘0103刑初3号,诈骗,金融诈骗罪,诈骗,,初中,甘肃省,20000.0,数额较大,2019-01-07,2000.0
（2019）冀0702民初70号,建设工程施工合同纠纷,妨害对公司企业的管理秩序罪,债券,,,住所地张家口市,30000000.0,,2019-01-29,
（2018）粤0306执13725号,其他案由,妨害对公司企业的管理秩序罪,股票,,,住址龙岗区,500000.0,,2019-01-29,
（2019）浙0802民初423号,合同纠纷,妨害对公司企业的管理秩序罪,股票,,,浙江省衢州市柯城区,650000.0,,2019-01-22,
（2019）皖0503执265号之一,,妨害对公司企业的管理秩序罪,债券|股票,,,马鞍山市,10500.0,,2019-01-22,
（2019）川0781执恢93号,合伙协议纠纷,妨害对公司企业的管理秩序罪,债券|股票,,中专,四川省,77578.0,,2019-01-24,
（2018）浙11民初136号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,,浙江省丽水市,150.0,,2019-01-29,
（2019）辽01刑更466号,诈骗,金融诈骗罪,诈骗,,研究生,辽宁省,,,2019-01-29,
（2019）鲁01刑更209号,贷款诈骗,金融诈骗罪,诈骗,,初中,山东省,,,2019-01-30,10000.0
（2018）粤01执4885号,知识产权合同纠纷,侵犯知识产权罪,知识产权,,,广东省广州市,19357.0,,2019-01-02,
（2019）云03刑更1096号,走私、贩卖、运输、制造毒品,走私罪,走私,,中专,云南省,30000.0,,2019-01-25,
（2019）黔03民终262号,建设工程合同纠纷,危害税收征管罪,税,,,贵州省遵义市,2000000.0,,2019-01-22,
（2018）浙0203民初13328号,著作权权属、侵权纠纷,侵犯知识产权罪,著作权,,,宁波市海曙区,9560.0,情节严重,2019-01-18,
（2019）桂0323民初74号,物业服务合同纠纷,危害税收征管罪,税,,,广西壮族自治区灵川县,1000.0,,2019-01-28,
（2019）川01刑更313号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,四川省,30000.0,,2019-01-15,30000.0
（2019）川07刑更128号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,四川省,,,2019-01-28,3000.0
（2019）沪02行申6号,其他（交通）,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|贪污,,,住所地上海市,,,2019-01-25,
（2018）苏0602刑初850号,走私、贩卖、运输、制造毒品,走私罪,走私,,,南通市,25900.0,情节严重,2019-01-03,30000.0
（2019）沪0114民初216号,商品房预售合同纠纷,危害税收征管罪,税,,,住所地上海市,1617690.0,,2019-01-31,
（2019）云03刑更1028号,非法拘禁；敲诈勒索,侵犯财产罪,敲诈勒索,,初中,云南省,7000.0,,2019-01-25,7000.0
（2018）鄂0683民初3085号,房屋买卖合同纠纷,危害税收征管罪,税,,,湖北省,64500.0,,2019-01-16,
（2019）京0108刑初42号,诈骗,金融诈骗罪,诈骗,54.0,小学,北京市,11143.0,数额较大,2019-01-17,10000.0
（2017）豫0311民初5492号,民间借贷纠纷,危害税收征管罪,税,,,河南省洛阳市洛龙区,1900000.0,,2019-01-14,
（2019）鄂06刑更121号,走私、贩卖、运输、制造毒品；非法持有、私藏枪支、弹药,走私罪,走私,,小学,湖北省,50000.0,,2019-01-24,
（2019）川07刑更15号,走私、贩卖、运输、制造毒品,走私罪,走私,,大专,四川省,,,2019-01-28,50000.0
（2019）豫08刑更266号,诈骗,金融诈骗罪,诈骗,,小学,河南省,90133.0,,2019-01-31,
（2018）渝05刑更4506号,走私、贩卖、运输、制造毒品,走私罪,走私,,,文书内容重庆市,30000.0,,2019-01-08,
（2018）冀0133民初1546号,买卖合同纠纷,危害税收征管罪,税,,,河北省赵县,91577.0,,2019-01-28,
（2019）粤0303刑初47号,诈骗,金融诈骗罪|扰乱市场秩序罪,虚假广告|诈骗,,高中,户籍地湖南省,8036.0,,2019-01-09,1000.0
（2019）陕0822刑更字第1号,走私、贩卖、运输、制造毒品,走私罪,走私,,文盲,陕西省,,情节严重,2019-01-29,
（2019）陕05刑更352号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,陕西省,20000.0,,2019-01-25,20000.0
（2018）京0491民初1583号,网络购物合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住北京市房山区,43500.0,严重,2019-01-11,
（2019）闽0603刑初4号,诈骗,金融诈骗罪,诈骗,,中专,福建省,40000.0,特别严重,2019-01-18,10000.0
（2019）辽01刑更383号,诈骗,金融诈骗罪,诈骗,,小学,辽宁省,,,2019-01-29,
（2019）晋09刑更39号,诈骗,金融诈骗罪,诈骗,,,山西省,176600.0,,2019-01-18,20000.0
（2018）豫0105民初33231号,金融借款合同纠纷,危害税收征管罪,税,,,自由贸易试验区,100000.0,,2019-01-14,
（2018）苏0508民初6148号,买卖合同纠纷,危害税收征管罪,税,,,住所地苏州市,102057.0,,2019-01-24,
（2019）豫08刑更145号,诈骗,金融诈骗罪,诈骗,,大专,河南省,2406248.0,,2019-01-31,14000.0
（2018）沪0112民初16824号,房屋租赁合同纠纷,危害税收征管罪,税,,,户籍地江苏省,650000.0,,2019-01-25,
（2019）湘06刑更号,走私、贩卖、运输、制造毒品,走私罪,走私,,高中,湖南省,20000.0,,2019-01-31,20000.0
（2019）沪02执22号,,妨害对公司企业的管理秩序罪,债券|股票,,,上海市,1323964.0,,2019-01-15,
（2018）陕0102刑初499号,开设赌场,金融诈骗罪,诈骗,39.0,小学,陕西省,2582014.0,情节严重,2019-01-10,60000.0
（2019）皖0124执113号之三,教育机构责任纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,住所地安徽省,206.0,,2019-01-11,
（2019）湘12刑更44号,走私、贩卖、运输、制造毒品,走私罪,走私,,,湖南省,,,2019-01-25,20000.0
（2018）川1011民初4574号,房屋租赁合同纠纷,危害税收征管罪,税,,,四川省,851658.0,,2019-01-30,
（2019）沪0113刑初169号,走私、贩卖、运输、制造毒品,走私罪,走私,,高中,上海市,800.0,情节严重,2019-01-28,12000.0
（2018）吉07民终1699号,确认合同无效纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地长岭县,600000.0,,2019-01-11,
（2019）湘05刑申8号,非法吸收公众存款,破坏金融管理秩序罪,非法吸收公众存款,,,湖南省,,,2019-01-28,
（2018）京0108民初38607号,所有权确认纠纷,危害税收征管罪,税,,,北京市,692382.0,,2019-01-24,
（2019）川13刑更195号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,四川省,5000.0,,2019-01-22,5000.0
（2019）冀01刑更316号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,河北省,167.0,,2019-01-22,
（2019）川01刑更1094号,走私、贩卖、运输、制造毒品,走私罪,走私,,文盲,四川省,,,2019-01-24,
（2018）鲁08民终4850号,租赁合同纠纷,危害税收征管罪,税,,,山东省济宁市,8000000.0,严重,2019-01-09,
（2019）豫08刑更65号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,大专,河南省,1160000.0,,2019-01-31,80000.0
（2019）鲁1402民初88号,商业贿赂不正当竞争纠纷,贪污贿赂罪,贿赂,,,山东省德州市德城区,100000.0,,2019-01-09,
（2019）新2901刑初26号,诈骗,金融诈骗罪,诈骗,,小学,新疆维吾尔自治区,40000.0,数额较大,2019-01-22,10000.0
（2019）湘06刑更192号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,湖南省,20000.0,,2019-01-31,20000.0
（2019）湘1124刑初2号,诈骗,金融诈骗罪,诈骗,,文盲,湖南省,19200.0,特别严重,2019-01-16,3000.0
（2018）苏0404民初4819号,买卖合同纠纷,危害税收征管罪,税,,,住所地常州市,238381.0,,2019-01-25,
（2019）吉05刑更45号,诈骗,金融诈骗罪,诈骗,,初中,吉林省,,,2019-01-28,
（2018）冀0608民初2077号,机动车交通事故责任纠纷,危害税收征管罪,税,,,河北省保定市清苑区,456157.0,,2019-01-08,
（2018）川2002民初5896号,劳动争议,危害税收征管罪,税,,,住所地资阳市,59896.0,严重,2019-01-22,
（2018）云01民初1947号,侵害其他著作财产权纠纷,侵犯知识产权罪,著作权,,,住所地北京市,20000.0,,2019-01-31,
（2018）辽0502民初2900号,买卖合同纠纷,危害税收征管罪,税,,,本溪市平山区,8010000.0,,2019-01-18,
（2017）京73行初718号,其他行政行为,侵犯知识产权罪,知识产权,,,住所地中华人民共和国黑龙江省,,,2019-01-28,
（2018）京0108民初44658号,服务合同纠纷,危害税收征管罪,税,,,住所地重庆市,1890000.0,,2019-01-03,
（2019）皖0304执143号之九,,妨害对公司企业的管理秩序罪,债券|股票,,,户籍地安徽省,704850.0,,2019-01-23,
（2018）赣0731刑初398号,诈骗,金融诈骗罪,诈骗,,中专,户籍地于都县,122800.0,数额巨大,2019-01-08,10000.0
（2018）津0117民初3347号,机动车交通事故责任纠纷,危害税收征管罪,税,,,住所地天津市,1000000.0,严重,2019-01-30,
（2018）川0422执843号,人事争议,妨害对公司企业的管理秩序罪,股票,,,四川省盐边县,,,2019-01-31,
（2019）粤17刑更132号,走私、贩卖、运输、制造毒品,走私罪,走私,,高中,阳江市,6000.0,,2019-01-25,6000.0
（2018）粤0104民初28038号,借款合同纠纷,妨害对公司企业的管理秩序罪|侵犯知识产权罪,欺诈|著作权,,,住所地广州市,2000000.0,严重,2019-01-03,
（2018）粤0309民初5637号,买卖合同纠纷,危害税收征管罪,税,,,广东省深圳市龙华区,838800.0,,2019-01-15,
（2016）京73行初1992号,行政裁决,侵犯知识产权罪,知识产权,,,住所地中华人民共和国广东省,,,2019-01-22,
（2019）赣09刑更402号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,江西省,,严重,2019-01-24,
（2019）黑01民终363号,委托合同纠纷,金融诈骗罪,诈骗,,小学,黑龙江省,530500.0,,2019-01-30,
（2019）鄂06刑更184号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,湖北省,20000.0,,2019-01-24,20000.0
（2019）辽10刑更107号,走私、贩卖、运输、制造毒品,走私罪,走私,,,辽宁省,,,2019-01-28,30000.0
（2019）苏0206刑初10号,非法拘禁,金融诈骗罪,诈骗,,,江苏省,50000.0,特别严重,2019-01-09,1000.0
（2019）皖0503执恢39号之四,,妨害对公司企业的管理秩序罪,债券|股票,,,马鞍山市,203670.0,,2019-01-23,
（2018）沪01民特603号,申请撤销仲裁裁决,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,,住所地黑龙江省,58165839.0,,2019-01-03,
（2019）鄂01刑更228号,诈骗,金融诈骗罪,诈骗,,初中,湖北省,20000.0,,2019-01-31,20000.0
（2019）浙0282刑初22号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,,浙江省,182917.0,数额较大,2019-01-14,18000.0
（2018）苏0509刑初1869号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,文书内容苏州市吴江区,20000.0,情节严重,2019-01-22,6000.0
（2018）沪0117刑初1957号,诈骗,金融诈骗罪,诈骗,,,上海市,2100000.0,特别严重,2019-01-30,50000.0
（2018）苏0830民初3861号,破产债权确认纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地淮安市,1055540.0,,2019-01-21,
（2019）鄂06刑更31号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,湖北省,60000.0,,2019-01-24,
（2018）粤0306执11655号之一,民事,妨害对公司企业的管理秩序罪,股票,,,住址陕西省,212012.0,,2019-01-21,
（2018）粤20民终5480号,商品房预售合同纠纷,危害税收征管罪,税,,,住所地广东省,228636.0,严重,2019-01-10,
（2019）沪0118民初905号,房屋租赁合同纠纷,危害税收征管罪,税,,,户籍地安徽省,141510.0,,2019-01-21,
（2018）湘1126刑初829号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,湖南省,200.0,情节严重,2019-01-16,5000.0
（2019）川15刑更132号,走私、贩卖、运输、制造毒品,走私罪,走私,,高中,四川省,100000.0,,2019-01-25,
（2019）陕01刑更249号,职务侵占,贪污贿赂罪,职务侵占,,,陕西省,,,2019-01-29,
（2018）闽民终1552号,职务发明创造发明人、设计人奖励、报酬纠纷,侵犯知识产权罪,知识产权,,,住所地福建省,5000.0,严重,2019-01-22,
（2019）湘刑更112号,走私、贩卖、运输、制造毒品,走私罪,走私,,,湖南省,20000.0,,2019-01-31,20000.0
（2019）苏01刑更55号,敲诈勒索,侵犯财产罪,敲诈勒索,,初中,江苏省,,,2019-01-22,30000.0
（2018）湘1081民初1760号,物业服务合同纠纷,妨害对公司企业的管理秩序罪,欺诈,,,住所地资兴市,4392.0,,2019-01-15,
（2018）云0627民初2622号,民间借贷纠纷,金融诈骗罪,诈骗,,,云南省,1280000.0,,2019-01-04,
（2019）浙0108刑更1号,职务侵占,贪污贿赂罪,职务侵占,,大专,户籍地浙江省,500000.0,,2019-01-15,
（2018）粤0604民初28618号,房屋买卖合同纠纷,危害税收征管罪,税,,,住所地广东省,820000.0,严重,2019-01-15,
（2019）鲁01刑更199号,受贿,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,中专,山东省,,,2019-01-30,
（2018）京0107民初14547号,劳动争议,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿|挪用公款|欺诈|贿赂,,专科,住所地北京市,160000.0,严重,2019-01-08,1000.0
（2018）粤03民终19902号,合同纠纷,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,,广东省,8212500.0,严重,2019-01-17,
（2019）辽0204执76号,,妨害对公司企业的管理秩序罪,债券|股票,,,大连市,205050.0,,2019-01-03,
（2018）鲁0302民初4317号,买卖合同纠纷,危害税收征管罪,税,,,住所地淄川区,293888.0,,2019-01-18,
（2019）京02民终1291号,与企业有关的纠纷,危害税收征管罪,税,,,住所地北京市,70.0,,2019-01-31,
（2019）苏02刑更129号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,,江苏省,,,2019-01-25,1000000.0
（2018）辽0211执异253号,合同、无因管理、不当得利,妨害对公司企业的管理秩序罪,虚假出资,,,大连市,8000000.0,,2019-01-21,
（2018）苏0706民初489号,建设工程设计合同纠纷,危害税收征管罪|侵犯知识产权罪,知识产权|税,,,住所地江苏省,920000.0,严重,2019-01-14,
（2019）川0781执恢9号,种植、养殖回收合同纠纷,妨害对公司企业的管理秩序罪,债券|股票,,,四川省,6100.0,,2019-01-07,
（2018）鄂0104民初6329号,房屋买卖合同纠纷,危害税收征管罪,税,,,湖北省武汉市硚口区,284960.0,,2019-01-07,
（2019）粤1624刑初2号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,户籍地广东省,200.0,情节严重,2019-01-28,3000.0
（2018）浙1102民初4292号,民间借贷纠纷,破坏金融管理秩序罪,高利贷,,,丽水市,2500000.0,,2019-01-22,
（2018）湘0408民初1420号,买卖合同纠纷,危害税收征管罪,税,,,湖南省衡阳市蒸湘区,243440.0,,2019-01-17,
（2019）鲁02刑更76号,合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,,山东省,,,2019-01-25,
（2019）粤民辖终9-11号,侵害外观设计专利权纠纷,侵犯知识产权罪,知识产权,,,广东省,,,2019-01-01,
（2019）川0124刑初42号,走私、贩卖、运输、制造毒品,走私罪,走私,,初中,成都市,300.0,,2019-01-23,5000.0
（2018）沪0107执3836号,买卖合同纠纷,妨害对公司企业的管理秩序罪,股票,,,户籍地福建省,10000.0,,2019-01-18,
（2018）浙0502民初5532号,房屋买卖合同纠纷,危害税收征管罪,税,,,湖州市吴兴区,268000.0,,2019-01-28,
（2018）赣01民终3416号,广告合同纠纷,危害税收征管罪,税,,,江西省南昌市,2250000.0,,2019-01-16,
（2018）浙0381刑初1970号,诈骗,金融诈骗罪,诈骗,,初中,浙江省,120624.0,数额巨大,2019-01-22,5000.0
（2019）京02民终1128号,案外人执行异议之诉,危害税收征管罪,税,,,住所地北京市,3000000.0,,2019-01-30,
（2019）湘01刑更361号,走私、贩卖、运输、制造毒品,走私罪,走私,,,湖南省,,,2019-01-14,8000.0
（2019）鲁08刑更257号,敲诈勒索,侵犯财产罪,敲诈勒索,,初中,山东省,,,2019-01-25,200000.0
（2019）吉01刑更1168号,信用卡诈骗；合同诈骗,金融诈骗罪|扰乱市场秩序罪,合同诈骗|诈骗,,专科,吉林省,130000.0,,2019-01-29,130000.0
（2019）皖1225民初1121号,合同纠纷,金融诈骗罪,诈骗,,,安徽省,652700.0,,2019-01-23,
（2018）津01民终8150号,民间借贷纠纷,危害税收征管罪,税,,中学,天津市,464816.0,,2019-01-15,
（2019）鄂10刑更126号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,湖北省,10000.0,,2019-01-16,10000.0
（2019）粤民终130号,普通破产债权确认纠纷,破坏金融管理秩序罪,非法集资,,,广东省,20000000.0,严重,2019-01-30,
（2019）鄂10刑更77号,诈骗,金融诈骗罪,诈骗,,初中,湖北省,5000.0,,2019-01-16,5000.0
（2018）粤73民终3579号,著作权权属、侵权纠纷,侵犯知识产权罪,知识产权|著作权,,,住所地广东省,800.0,,2019-01-04,
（2018）吉05刑更1180号,诈骗；信用卡诈骗,金融诈骗罪,诈骗,,初中,吉林省,,,2019-01-08,
（2018）湘0211民初1824号,劳动争议,危害税收征管罪,税,,,住所地株洲市,1380000.0,严重,2019-01-21,
（2019）苏0322刑初59号,诈骗,金融诈骗罪,诈骗,,,江苏省,2134.0,数额较大,2019-01-23,10000.0
（2019）琼9021执异1号,借款合同纠纷,危害税收征管罪,税,,,海南省,,,2019-01-14,
（2018）湘01民特263号,申请撤销仲裁裁决,妨害对公司企业的管理秩序罪|贪污贿赂罪,受贿,,,住所地长沙高新开发区,8602.0,,2019-01-02,
（2018）川0107民初9968号,机动车交通事故责任纠纷,危害税收征管罪,税,,,成都市武侯区,1074529.0,严重,2019-01-15,
（2019）粤0605刑初151号,走私、贩卖、运输、制造毒品,走私罪,走私,,小学,广东省,700.0,情节严重,2019-01-14,30000.0
（2018）甘1002民初6090号,金融借款合同纠纷,危害税收征管罪,税,,,甘肃省庆阳市西峰区,450000.0,,2019-01-25,
（2018）渝01刑终547号,诈骗,金融诈骗罪|危害税收征管罪,税|诈骗,,初中,户籍地安徽省,30000.0,严重,2019-01-09,100000.0
（2018）湘0124民初5439号,买卖合同纠纷,危害税收征管罪,税,,,住所地惠州仲恺高新区,49331.0,,2019-01-02,
（2019）鲁14刑更83号,虚开增值税专用发票、用于骗取出口退税、抵扣税款发票,危害税收征管罪,税|虚开增值税|虚开增值税专用发票,,初中,山东省,300000.0,,2019-01-28,300000.0
（2018）粤0606刑初3671号,走私、贩卖、运输、制造毒品；容留他人吸毒,走私罪,走私,,初中,户籍地广东省,150.0,情节严重,2019-01-21,50000.0
（2018）豫0105民初33247号,金融借款合同纠纷,危害税收征管罪,税,,,自由贸易试验区,120000.0,,2019-01-14,
（2019）豫08刑更473号,诈骗,金融诈骗罪,诈骗,,小学,河南省,207200.0,,2019-01-30,70000.0
（2019）冀02刑更357号,诈骗,金融诈骗罪,诈骗,,,河北省,,,2019-01-30,200000.0
（2018）沪74民初218号,公司债券交易纠纷,妨害对公司企业的管理秩序罪|危害税收征管罪,债券|税,,,自由贸易试验区,53500000.0,,2019-01-09,
（2018）川1102民初6309号,民间借贷纠纷,危害税收征管罪,税,,,四川省,150000.0,,2019-01-16,
（2019）川01刑更93号,诈骗,金融诈骗罪,诈骗,,小学,四川省,230000.0,,2019-01-24,80000.0
（2017）皖0225民初1662号,加工合同纠纷,危害税收征管罪,税,,,住所地安徽省,6134.0,,2019-01-14,
（2019）苏0281刑初123号,诈骗,金融诈骗罪,诈骗,,,江苏省,3208.0,特别严重,2019-01-29,1500.0
（2018）鲁1324民初7315号,机动车交通事故责任纠纷,危害税收征管罪,税,,,山东省兰陵县,500000.0,,2019-01-30,
（2019）鄂01民终610号,生命权、健康权、身体权纠纷,危害税收征管罪,税,,,湖北省,85697.0,轻微,2019-01-31,
（2019）湘10刑更47号,诈骗,金融诈骗罪,诈骗,,,湖南省,94400.0,,2019-01-28,30000.0
（2018）沪0105民初20459号,房屋买卖合同纠纷,危害税收征管罪,税,,,住所地上海市,732141426.0,严重,2019-01-31,
（2019）晋01刑终122号,诈骗,金融诈骗罪,诈骗,,初中,山西省,,,2019-01-30,
（2018）川0104民初14169号,金融借款合同纠纷,危害税收征管罪,税,,,成都市,3937.0,,2019-01-28,
（2019）鲁06刑更112号,走私、贩卖、运输、制造毒品,走私罪|危害税收征管罪,税|走私,,中专,山东省,,,2019-01-29,10000.0
（2018）鲁1522民初4132号,民间借贷纠纷,妨害对公司企业的管理秩序罪,欺诈,,,山东省莘县,835200.0,,2019-01-02,
（2019）湘04刑更69号,走私、贩卖、运输、制造毒品,走私罪,走私,,,湖南省,20000.0,,2019-01-31,
